input,candidate,reference
The specific details will be confirmed in subsequent meetings and decided in an additional joint meeting of all six committees in the coming spring.,Die spezifischen Details werden in den nächsten Sitzungen bestätigt und in einem zusätzlichen Treffen der sechs Ausschüsse in der nächsten Frühjahrstagung entschieden.,Die Ausarbeitungen werden in weiteren Sitzungen konkretisiert und in einer weiteren gemeinsamen Sitzung aller sechs Gremien im kommenden Frühjahr beschlossen.
"In conjunction with the presentation of the flood protection concept, the participants made use of the opportunity to submit their concerns.","In Verbindung mit der Darstellung des Flutkonzepts haben die Teilnehmer die Möglichkeit, ihre Sorgen zu unterbreiten.","Im Anschluss an die Präsentation des Hochwasserschutzkonzepts nutzten die Teilnehmer die Gelegenheit, ihre Anliegen einzubringen."
"They're not supposed to restart them until the planes reach 10,000 feet and the captain gives the go-ahead.","Sie sollen sie nicht wieder starten, bis sie 10.000 Fuß erreicht haben und der Kapitän den Weg gibt.","Sie dürfen sie erst dann wieder starten, wenn das Flugzeug eine Höhe von drei Kilometern erreicht hat und der Kapitän grünes Licht gibt."
Airbus offers a 10-abreast A350 but says it has not yet sold it.,"Airbus bietet eine 10-Tastastast A350 an, aber es hat noch nicht verkauft.","Airbus bietet einen A350 mit zehnsitzigen Reihen, hat aber laut eigener Aussage noch keinen verkauft."
By doing away with these announcements - on average around 200 personal call-outs come through the loudspeakers per day - the atmosphere in the airport should be calmer in future.,Durch diese Ankündigungen - bei durchschnittlich 200 persönlichen Anrufen - kommen die Lautsprecher pro Tag in der Atmosphäre des Flughafens in Zukunft.,Durch den Wegfall dieser Durchsagen - im Durchschnitt ertönen an einem Tag rund 200 persönliche Aufrufe durch die Lautsprecher - soll es künftig ruhiger am Flughafen zugehen.
"That is a crippling cost disadvantage, as we've already seen at Grangemouth.","Das ist ein lähmender Kosten-Nachteil, wie wir bereits bei Grangemouth gesehen haben.","Das ist ein lähmender Kostennachteil, wie wir bereits in Grangemouth sehen konnten."
"You can leave home at 5 a.m., running to the hospital to be the first, and you are not the first.","Sie können zu 5.00 Uhr zu Hause bleiben, laufen zum Krankenhaus, um die erste ist und Sie sind nicht die erste.","Man kann um fünf Uhr morgens das Haus verlassen und zum Krankenhaus rennen, um der Erste zu sein, und ist doch nicht Erster."
"The then 21-year-old had raped Anene Booysen in February in an industrial estate in Bredasdorp, near Capetown.","Das damals 21jährige vergewaltigte Anene Booysen im Februar in Bredasdorp, bei Capetown, vergewaltigt.",Der damals 21-Jährige hatte Anene Booysen im Februar in einem Industriegelände in Bredasdorp nahe Kapstadt vergewaltigt.
Rescue workers took the girl to the hospital.,Rette Arbeiter nahmen das Mädchen ins Krankenhaus.,Rettungskräfte brachten das Mädchen ins Krankenhaus.
"The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","Die Katastrophen seines katholischen Dorfes - die Rede, die Rede, seine Tendenz zur rohen Gewalt und die gezielte Sexualität - wurden von Kaernten oft als Dichter beschrieben.","Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben."
Politicians have expressed concern that the EU lacks certain IT and internet capabilities and should strive to reduce its dependence on the US.,"Die Politiker haben ihre Besorgnis darüber zum Ausdruck gebracht, dass die EU bestimmte IT- und Internet-Kapazitäten fehlen und sich darum bemühen sollte, ihre Abhängigkeit von den USA zu verringern.","Politiker haben ihre Sorge darüber zum Ausdruck gebracht, dass der EU bestimmte IT- und Internet-Möglichkeiten fehlten und sie ihre Abhängigkeit von den USA reduzieren sollte."
"As a result, BVB Chairman Hans Joachim Watzke had invited the heads of the Dortmund Ultras fan group to his office - and if Watzke's words are to be believed, this was a rather uncomfortable meeting for the fan representatives.","Als Folge hiervon hat der BVB-Vorsitzende Hans Joachim Watzke die Köpfe der Dortmund Ultraschiner-Gruppe nach seinem Amtsantritt eingeladen - und wenn Watzews Worte glaubt, das war ein recht unbequemer Treffen mit den Vertretern der Fans.","BVB-Boss Hans-Joachim Watzke hatte die Spitzen der Dortmunder Ultras daraufhin in seinem Büro empfangen - und glaubt man Watzkes Worten, war dies für die Fanvertreter ein eher ungemütlicher Termin."
"Further words of greeting were issued to the town Sports Commissioner, Hubert Baier, the District Chairperson of the Southern Baden Football Association, Kuno Kayan, and Friedrich Knorr from the planning office, who announced a donation to the club's youth division.","Weitere Grußworte wurden in der Stadt Kommissar, Hubert Baier, dem Disteren Leiter der Südlichen Baden Fußballverein, und Friedrich Knorr von der Planungsplanung, die eine Spende an der Club-Jugend-Abteilung bekannt gab, ausgestellt.","Weitere Grußworte sprachen für den städtischen Sportausschuss Hubert Baier, der Bezirksvorsitzende des südbadischen Fußballverbandes, Kuno Kayan, und Friedrich Knorr vom Planungsbüro, der eine Spende für die Jugendabteilung des Clubs ankündigte."
The increasing number of riders that live or work in the area is a fantastic development.,"Die zunehmende Anzahl der Reiter, die im Bereich der Region leben oder arbeiten, ist eine fantastische Entwicklung.","Eine erfreuliche Entwicklung ist die zunehmende Anzahl von Fahrern, die in der Gemeinde wohnen oder arbeiten."
The yield gap between properties and federal government bonds is at a historically high level.,Die Rendite zwischen Staatsanleihen und Bundesanleihen ist historisch historisch hoch.,Der Renditeabstand zwischen Immobilien und Bundesanleihen sei auf einem historisch hohen Niveau.
"""We've been able to scrub in on surgeries where we help blot blood away or hold tools for Dr. Bwelle,"" O'Malley said.","""Wir haben uns in der Lage, in der wir helfen können, wo wir helfen helfen Blut abzuschneiden oder Werkzeuge für Dr. Bwelle"", sagte said.","„Wir können bei Operationen dabei sein, wo wir helfen, Blut abzutupfen oder die Instrumente für Dr. Bwelle halten“, erklärt O'Malley."
"Prof Vallortigara said: ""We presented dogs with movies of dogs - either a naturalistic version or a silhouette to get rid of any other confounding issues, and we could doctor the movement of the tail and present the tail more to the left or right.""","Prof Vallortigara sagte: ""Wir haben Hunde mit Filmen von Hunden - entweder eine natürliche Version oder eine Silhouette, um sich von allen anderen Fragen loszuschicken, und wir konnten die Bewegung der Bewegung und die Gegenwart der Schwanz zum mehr an die rechte oder rechts."".","Professor Vallortigara sagte: „Wir haben den Hunden Filme mit Hunden gezeigt – entweder eine naturgetreue Version oder eine Silhouette, um ablenkende andere Aspekte zu eliminieren, und wir konnten damit die Bewegung des Schwanzes mehr nach links oder rechts steuern.“"
"Speaking in the summer, Michael Gove, the Education Secretary, said there was a ""widespread consensus that we need to reform our examination system to restore public confidence,"" insisting GCSEs would be ""more challenging, more ambitious and more rigorous.""","In dem Sommerspädagogischen Sommer, Michael Gove, sagte der Bildungsminister, dass wir einen Konsens brauchen, um unser Prüfungssystem zu reformieren, um das Vertrauen der Öffentlichkeit wiederherzustellen: „Es würde ""eine schwierigere, anspruchsvollere und ehrgeizigere"" Foren sein.“","In einer Rede im Sommer sagte Bildungsminister Michael Gove, dass es einen „breiten Konsens gibt, dass wir unser Prüfungssystem reformieren müssen, um das öffentliche Vertrauen wiederherzustellen“, wobei er betonte, die GCSEs würden „herausfordernder, ambitionierter und strenger“ werden."
The majority of loudspeaker announcements will cease - thus considerably reducing the noise level.,Die Mehrzahl der Lautsprecheranmeldungen wird damit erheblich reduziert.,Ein Großteil der Lautsprecherdurchsagen fällt damit weg - der Lärmpegel soll so deutlich gesenkt werden.
"The organisation of the tournament was placed in the trusty hands of Anja Schlichter, who was supported by Carmen Müller and Inga Kronemeyer.","Die Organisation des Turniers wurde in die Vertrauenskette von Anja Schlichter gestellt, der von Carmen Müller und Inga Kronemeyer unterstützt wurde.","Die Turnierleitung lag in den bewährten Händen von Anja Schlichter, unterstützt wurde sie von Carmen Müller und Inga Kronemeyer."
It has always taken place.,Es hat stets stattgefunden.,Das war schon immer so.
The authorities were only called out twice to deal with children throwing eggs against houses.,"Die Behörden wurden nur zweimal aufgefordert, mit Kindern zu handeln, die Eier gegen Häuser schossen.","Die Beamten wurden lediglich zweimal zu eierwerfenden Kindern gerufen, welche diese gegen Hausfassaden warfen."
"In the first three quarters of this year, there was an increase of 31% compared to the same period the year before.",In den ersten drei Quartalen dieses Jahres gab es eine Anhebung um 31 % im Vergleich zum Vorjahr.,In den ersten drei Quartalen dieses Jahres legte es im Vergleich zum Vorjahresabschnitt um 31% zu.
Experts think the obesity epidemic might be one trigger of early puberty,"Experten glauben, dass Epidemieepidemie ein Anfang der Pubertät Pucesa auslösen könnte.","Experten glauben, die epidemische Fettleibigkeit sei ein Auslöser der frühen Pubertät"
A short-circuit was reported to have occurred there during sawing.,"Es wurde ein Short-Zirkus berichtet, dass es bei der Sägereinigung eine Durchschlagschale gab.",Dort soll beim Sägen ein Kurzschluss entstanden sein.
"His arrival was greeted with chants of, ""The army and the people are one hand,"" from the hundreds gathered in the university's main lecture room.","Seine Ankunft war mit Geschöpfen von ""The Army"" begrüßt worden, ""Die Armee und die Leute sind einer Hand"", von den hunderten hunderten im Hauptsaal der Universität.",Bei seiner Ankunft wurde er von Hunderten Anwesenden im größten Hörsaal der Universität mit Sprechchören von „Die Armee und das Volk sind eine Hand“ begrüßt.
The media also reported that several people injured.,"Die Medien berichteten auch, dass mehrere Menschen verletzt wurden.",Medien berichteten außerdem von mehreren Verletzten.
Adjusted earnings per share were unchanged at 9 cents.,Ein Ergebnis je Aktie wurde bei 9 Cent unverändert erreicht.,Der angepasste Gewinn pro Aktie beträgt unverändert 9 Cent.
"Most people are going to be able to get better, comprehensive health care plans for the same price or even cheaper than projected.","Die meisten Menschen werden in der Lage sein, eine bessere, umfassende Gesundheitsversorgung für denselben Preis oder sogar billiger als projektplagten zu erhalten.","Die meisten Bürger könnten so eine bessere, umfassendere Krankenversicherung für denselben Preis oder günstiger als prognostiziert erhalten."
"The US National Intelligence Estimate in February named France alongside Russia and Israel in a second tier of offenders who engage in hacking for economic intelligence, behind China, according to The Washington Post.","Die US National Intelligence Estates Estates im Februar nach Russland und Israel in einem zweiten Teil von Tätern, die sich für wirtschaftliche Intelligenz hinter China einsetzen, nach Washington, geht es um die nach Washington gehörende Wirtschaftsmacht.","Laut Washington Post wurden im US National Intelligence Estimate im Februar Frankreich, Russland und Israel hinter China auf Rang zwei der Länder eingeordnet, die sich zur Beschaffung von Wirtschaftsdaten des Hackings bedienten."
The Hamburg Towers basketball project is declining to make an application for a possible stand-in place.,"Das Hamburg-Pokal ist abnehmend, um einen möglichen Standort zu erstellen.",Das Basketball-Projekt Hamburg Towers verzichtet auf eine Bewerbung für einen möglichen Nachrückerplatz.
