input,candidate,reference
"At present, fewer and fewer young people are deciding to study theology after their Abitur examinations (equivalent to A levels).",Derzeit beschäftigen sich weniger und weniger junge Menschen nach ihrer Abiturprüfung (äquivalente Aufgabe).,"Zurzeit entscheiden sich immer weniger junge Menschen nach dem Abitur, Theologie zu studieren."
The specific details will be confirmed in subsequent meetings and decided in an additional joint meeting of all six committees in the coming spring.,Die spezifischen Einzelheiten werden in den nachfolgenden Sitzungen bestätigt und in einer zusätzlichen gemeinsamen Sitzung aller sechs Ausschüsse im kommenden Frühjahr beschlossen.,Die Ausarbeitungen werden in weiteren Sitzungen konkretisiert und in einer weiteren gemeinsamen Sitzung aller sechs Gremien im kommenden Frühjahr beschlossen.
"In conjunction with the presentation of the flood protection concept, the participants made use of the opportunity to submit their concerns.","In Verbindung mit der Präsentation des Flut-Schutzkonzepts haben die Teilnehmer die Möglichkeit nutzen, ihre Anliegen zu äußern.","Im Anschluss an die Präsentation des Hochwasserschutzkonzepts nutzten die Teilnehmer die Gelegenheit, ihre Anliegen einzubringen."
"They're not supposed to restart them until the planes reach 10,000 feet and the captain gives the go-ahead.","Sie sollen sie nicht wieder neu aufbrechen, bis die Flugzeuge 10.000 Meter erreichen und der Kapitän gibt dem Weggehege.","Sie dürfen sie erst dann wieder starten, wenn das Flugzeug eine Höhe von drei Kilometern erreicht hat und der Kapitän grünes Licht gibt."
Airbus offers a 10-abreast A350 but says it has not yet sold it.,"Airbus bietet eine 10-abreitige A350, aber es ist noch nicht verkauft.","Airbus bietet einen A350 mit zehnsitzigen Reihen, hat aber laut eigener Aussage noch keinen verkauft."
By doing away with these announcements - on average around 200 personal call-outs come through the loudspeakers per day - the atmosphere in the airport should be calmer in future.,Durch die Abschaffung dieser Ankündigungen - im Durchschnitt rund 200 persönliche Ausruestungen durch die Lautsprecher pro Tag - sollte die Atmosphäre im Flughafen künftig ruhig sein.,Durch den Wegfall dieser Durchsagen - im Durchschnitt ertönen an einem Tag rund 200 persönliche Aufrufe durch die Lautsprecher - soll es künftig ruhiger am Flughafen zugehen.
"That is a crippling cost disadvantage, as we've already seen at Grangemouth.","Das ist ein lächerlicher Kosten-Nutzer, wie wir bereits in Grangemouth gesehen haben.","Das ist ein lähmender Kostennachteil, wie wir bereits in Grangemouth sehen konnten."
"You can leave home at 5 a.m., running to the hospital to be the first, and you are not the first.","Sie können nach Hause fahren um 5 Uhr, laufen Sie zum ersten Mal in das Krankenhaus, und Sie sind nicht die ersten.","Man kann um fünf Uhr morgens das Haus verlassen und zum Krankenhaus rennen, um der Erste zu sein, und ist doch nicht Erster."
"The then 21-year-old had raped Anene Booysen in February in an industrial estate in Bredasdorp, near Capetown.",Das 21-jährige hatte Anene Booysen im Februar in einem Industriepark in Bredasdorp in der Nähe von Capetown vergewaltigt.,Der damals 21-Jährige hatte Anene Booysen im Februar in einem Industriegelände in Bredasdorp nahe Kapstadt vergewaltigt.
Rescue workers took the girl to the hospital.,Rescue-Mitarbeiter nahmen das Mädchen ins Krankenhaus.,Rettungskräfte brachten das Mädchen ins Krankenhaus.
"The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","Die Katastrophen seiner katholischen Dorfbewohner - die Hymne, seine Tendenz zu einer brutalen Gewalt und einer stumpferen Sexualität, die Isolierung und das Fehlen der Freude - wurden dabei oft vom Dichter Kaernten beschrieben.","Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben."
Politicians have expressed concern that the EU lacks certain IT and internet capabilities and should strive to reduce its dependence on the US.,"Die Politiker haben Bedenken geäußert, dass die EU keine bestimmten Fähigkeiten im Bereich der Informationstechnologie und des Internets hat und sich bemühen sollte, ihre Abhängigkeit von den USA zu verringern.","Politiker haben ihre Sorge darüber zum Ausdruck gebracht, dass der EU bestimmte IT- und Internet-Möglichkeiten fehlten und sie ihre Abhängigkeit von den USA reduzieren sollte."
"As a result, BVB Chairman Hans Joachim Watzke had invited the heads of the Dortmund Ultras fan group to his office - and if Watzke's words are to be believed, this was a rather uncomfortable meeting for the fan representatives.","So hatte der BVB-Vorsitzende Hans Joachim Watzke die Hauptleiter der Dortmund-Rundfunk-Familie-Gruppe zu seinem Büro eingeladen - und wenn man glauben wollte, dass die Worte von Watzke, dann war das ein wenig unbequem für die Fan-Vertreter.","BVB-Boss Hans-Joachim Watzke hatte die Spitzen der Dortmunder Ultras daraufhin in seinem Büro empfangen - und glaubt man Watzkes Worten, war dies für die Fanvertreter ein eher ungemütlicher Termin."
"Further words of greeting were issued to the town Sports Commissioner, Hubert Baier, the District Chairperson of the Southern Baden Football Association, Kuno Kayan, and Friedrich Knorr from the planning office, who announced a donation to the club's youth division.","Weitere Begrüßungen wurden dem Stadt-Sportkommissar Hubert Baier, dem Distriktleiter der Süd-Baden-Gesellschaft Baden-Württemberg, Kuno Kayan und Friedrich Knorr aus der Planungsstelle, der eine Spende an die Spende der Jugendvereinigung verkündete, ausgestellt.","Weitere Grußworte sprachen für den städtischen Sportausschuss Hubert Baier, der Bezirksvorsitzende des südbadischen Fußballverbandes, Kuno Kayan, und Friedrich Knorr vom Planungsbüro, der eine Spende für die Jugendabteilung des Clubs ankündigte."
The increasing number of riders that live or work in the area is a fantastic development.,"Die zunehmende Anzahl von Fahrern, die in der Region leben oder arbeiten, ist eine fantastische Entwicklung.","Eine erfreuliche Entwicklung ist die zunehmende Anzahl von Fahrern, die in der Gemeinde wohnen oder arbeiten."
The yield gap between properties and federal government bonds is at a historically high level.,Der Ertrag zwischen Eigenschaften und Staatsanleihen ist historisch hoch.,Der Renditeabstand zwischen Immobilien und Bundesanleihen sei auf einem historisch hohen Niveau.
"""We've been able to scrub in on surgeries where we help blot blood away or hold tools for Dr. Bwelle,"" O'Malley said.","""Wir konnten in Operationen, bei denen wir helfen, Blutblut abzuschwächen oder Dr. Bwelle zu halten"", sagte O'Malley.","„Wir können bei Operationen dabei sein, wo wir helfen, Blut abzutupfen oder die Instrumente für Dr. Bwelle halten“, erklärt O'Malley."
"Prof Vallortigara said: ""We presented dogs with movies of dogs - either a naturalistic version or a silhouette to get rid of any other confounding issues, and we could doctor the movement of the tail and present the tail more to the left or right.""","Prof Vallortigara sagte: ""Wir präsentierte Hunde mit den Hunden - entweder eine natürliche Version oder eine Silhouette, um sich von anderen Themen zu befreien, und wir könnten die Bewegung des Schwanzes ärztlichen und mehr nach links oder rechts. ""","Professor Vallortigara sagte: „Wir haben den Hunden Filme mit Hunden gezeigt – entweder eine naturgetreue Version oder eine Silhouette, um ablenkende andere Aspekte zu eliminieren, und wir konnten damit die Bewegung des Schwanzes mehr nach links oder rechts steuern.“"
"Speaking in the summer, Michael Gove, the Education Secretary, said there was a ""widespread consensus that we need to reform our examination system to restore public confidence,"" insisting GCSEs would be ""more challenging, more ambitious and more rigorous.""","Im Sommer hat der Bildungsminister Michael Gove gesagt, es gäbe einen ""währenden Konsens, dass wir unser Prüfungssystem reformieren müssen, um das Vertrauen der Öffentlichkeit wieder herzustellen"", besteht darauf, dass GCSE ""eine Herausforderung, ehrgeizigkeit und rigoroser wäre"".","In einer Rede im Sommer sagte Bildungsminister Michael Gove, dass es einen „breiten Konsens gibt, dass wir unser Prüfungssystem reformieren müssen, um das öffentliche Vertrauen wiederherzustellen“, wobei er betonte, die GCSEs würden „herausfordernder, ambitionierter und strenger“ werden."
The majority of loudspeaker announcements will cease - thus considerably reducing the noise level.,Die Mehrzahl der Lautsprecher-Anzeiger wird aufhören - und dadurch die Lautstärke wird deutlich reduziert.,Ein Großteil der Lautsprecherdurchsagen fällt damit weg - der Lärmpegel soll so deutlich gesenkt werden.
"The organisation of the tournament was placed in the trusty hands of Anja Schlichter, who was supported by Carmen Müller and Inga Kronemeyer.","Die Organisation des Turniers wurde in die Hände von Anja Schlichter gestellt, der von Carmen Müller und Inga Kronemeyer unterstützt wurde.","Die Turnierleitung lag in den bewährten Händen von Anja Schlichter, unterstützt wurde sie von Carmen Müller und Inga Kronemeyer."
It has always taken place.,Sie hat stets stattgefunden.,Das war schon immer so.
The authorities were only called out twice to deal with children throwing eggs against houses.,"Die Behörden wurden nur zweimal aufgefordert, sich mit Kindern zu befassen, die Eier gegen Häuser werfen.","Die Beamten wurden lediglich zweimal zu eierwerfenden Kindern gerufen, welche diese gegen Hausfassaden warfen."
"In the first three quarters of this year, there was an increase of 31% compared to the same period the year before.",In den ersten drei Quartalen dieses Jahres gab es eine Steigerung um 31 % gegenüber dem gleichen Zeitraum des Vorjahres.,In den ersten drei Quartalen dieses Jahres legte es im Vergleich zum Vorjahresabschnitt um 31% zu.
Experts think the obesity epidemic might be one trigger of early puberty,"Experten denken, die Fettleibigkeit epidemierende Epidemien könnten ein Auslöser der frühen Pubertät sein.","Experten glauben, die epidemische Fettleibigkeit sei ein Auslöser der frühen Pubertät"
A short-circuit was reported to have occurred there during sawing.,"Ein Kurzzstreckenkamer, der dort aufgetreten ist, wurde berichtet, dass es während der Säge gegeben hat.",Dort soll beim Sägen ein Kurzschluss entstanden sein.
"His arrival was greeted with chants of, ""The army and the people are one hand,"" from the hundreds gathered in the university's main lecture room.","Seine Ankunft wurde mit Kompositionen von ""Die Armee und die Menschen sind eine Hand,"" von den Hunderten, die im Hauptvorlesungsraum der Universität gesammelt wurden.",Bei seiner Ankunft wurde er von Hunderten Anwesenden im größten Hörsaal der Universität mit Sprechchören von „Die Armee und das Volk sind eine Hand“ begrüßt.
The media also reported that several people injured.,"Die Medien berichteten auch, dass mehrere Personen verletzt wurden.",Medien berichteten außerdem von mehreren Verletzten.
Adjusted earnings per share were unchanged at 9 cents.,Das anpassungsfähige Ergebnis je Aktie wurde bei 9 Cent unverändert.,Der angepasste Gewinn pro Aktie beträgt unverändert 9 Cent.
"Most people are going to be able to get better, comprehensive health care plans for the same price or even cheaper than projected.","Die meisten Menschen werden in der Lage sein, bessere, umfassende Gesundheitsvorsorgepläne für den gleichen Preis oder sogar billiger zu erhalten als prognostiziert.","Die meisten Bürger könnten so eine bessere, umfassendere Krankenversicherung für denselben Preis oder günstiger als prognostiziert erhalten."
"The US National Intelligence Estimate in February named France alongside Russia and Israel in a second tier of offenders who engage in hacking for economic intelligence, behind China, according to The Washington Post.","Die US National Intelligence Estimate im Februar nannte Frankreich neben Russland und Israel neben Russland und denen zweiter Ebene, die sich für wirtschaftliche Intelligenz engagieren, hinter China, laut Washington Post.","Laut Washington Post wurden im US National Intelligence Estimate im Februar Frankreich, Russland und Israel hinter China auf Rang zwei der Länder eingeordnet, die sich zur Beschaffung von Wirtschaftsdaten des Hackings bedienten."
