input,candidate,reference
"At present, fewer and fewer young people are deciding to study theology after their Abitur examinations (equivalent to A levels).",Zur Zeit entscheidet die Studie nach ihrem Studium der Untersuchung (entsprechend dem Aufsichtsgrad) der Studienleistungen (auf einem Niveau von Aufsichtsräten).,"Zurzeit entscheiden sich immer weniger junge Menschen nach dem Abitur, Theologie zu studieren."
The specific details will be confirmed in subsequent meetings and decided in an additional joint meeting of all six committees in the coming spring.,Die konkreten Details werden in den nachfolgenden Sitzungen bestätigt und in einem zusätzlichen gemeinsamen Treffen aller sechs Ausschüsse im Frühjahr entschieden werden.,Die Ausarbeitungen werden in weiteren Sitzungen konkretisiert und in einer weiteren gemeinsamen Sitzung aller sechs Gremien im kommenden Frühjahr beschlossen.
"In conjunction with the presentation of the flood protection concept, the participants made use of the opportunity to submit their concerns.","In Verbindung mit der Präsentation des Floodenschutzbegriffs nutzten die Teilnehmer die Möglichkeit, ihre Bedenken einzureichen.","Im Anschluss an die Präsentation des Hochwasserschutzkonzepts nutzten die Teilnehmer die Gelegenheit, ihre Anliegen einzubringen."
"They're not supposed to restart them until the planes reach 10,000 feet and the captain gives the go-ahead.","Sie sollen sich nicht darauf einstellen, bis die Flugzeuge 10.000 Fuß erreicht werden können und der Kapitän grünes Licht für sich gewinnen kann.","Sie dürfen sie erst dann wieder starten, wenn das Flugzeug eine Höhe von drei Kilometern erreicht hat und der Kapitän grünes Licht gibt."
Airbus offers a 10-abreast A350 but says it has not yet sold it.,"Airbus bietet eine 10-abreast A350, sagt er aber noch nicht verkauft.","Airbus bietet einen A350 mit zehnsitzigen Reihen, hat aber laut eigener Aussage noch keinen verkauft."
By doing away with these announcements - on average around 200 personal call-outs come through the loudspeakers per day - the atmosphere in the airport should be calmer in future.,"Indem man diese Ankündigungen wegfährt - bei den durchschnittlichen ca. 200 persönlichen Aufforderungen kommt man mit den Lautsprechern an jedem Tag -, sollte die Atmosphäre in Zukunft ruhig sein.",Durch den Wegfall dieser Durchsagen - im Durchschnitt ertönen an einem Tag rund 200 persönliche Aufrufe durch die Lautsprecher - soll es künftig ruhiger am Flughafen zugehen.
"That is a crippling cost disadvantage, as we've already seen at Grangemouth.","Das ist ein lähmender Kosten-Nachteil, wie wir bereits bei Grangemouth gesehen haben.","Das ist ein lähmender Kostennachteil, wie wir bereits in Grangemouth sehen konnten."
"You can leave home at 5 a.m., running to the hospital to be the first, and you are not the first.","Sie können Ihre Haus zu 5.00 hinterlassen, das Krankenhaus zuerst, und Sie sind nicht die erste.","Man kann um fünf Uhr morgens das Haus verlassen und zum Krankenhaus rennen, um der Erste zu sein, und ist doch nicht Erster."
"The then 21-year-old had raped Anene Booysen in February in an industrial estate in Bredasdorp, near Capetown.","Die damalige Vergewaltigung wurde Anene Booysen im Februar in Breddorp, nahe der Capapetown, bei der Kapazität von Capetown vergewaltigt.",Der damals 21-Jährige hatte Anene Booysen im Februar in einem Industriegelände in Bredasdorp nahe Kapstadt vergewaltigt.
Rescue workers took the girl to the hospital.,Die Mädchen haben das Mädchen ins Krankenhaus eingeladen.,Rettungskräfte brachten das Mädchen ins Krankenhaus.
"The catastrophes of his Catholic village upbringing - the speechlessness, his tendency towards brute force and dulled sexuality, the confinement and lack of joy - all of this has been described many times by the Kaernten-born poet.","Die Katastrophen seines katholischen Dorfes - die Ohnmacht, seine Tendenz gegenüber dem brutalen und verlässlichen Ton und der ungeheuren Freude - wurden von dem Kaer-Dichter-Dichter-Dichter-Dichtern beschrieben.","Die Katastrophen seiner katholischen Dorfkindheit - die Sprachlosigkeit, der Hang zu roher Gewalt und stumpfer Sexualität, die Enge und Freudlosigkeit - hat der Kärntner Dichter vielfach beschrieben."
Politicians have expressed concern that the EU lacks certain IT and internet capabilities and should strive to reduce its dependence on the US.,"Die Politiker haben Bedenken geäußert, dass es der EU an einem bestimmten IT- und Internet fehlt, und sich bemühen sollte, ihre Abhängigkeit von den USA zu verringern.","Politiker haben ihre Sorge darüber zum Ausdruck gebracht, dass der EU bestimmte IT- und Internet-Möglichkeiten fehlten und sie ihre Abhängigkeit von den USA reduzieren sollte."
"As a result, BVB Chairman Hans Joachim Watzke had invited the heads of the Dortmund Ultras fan group to his office - and if Watzke's words are to be believed, this was a rather uncomfortable meeting for the fan representatives.",Infolgedessen hat der Vorsitzende der BVB-Vorsitzenden Hans Joachim Watzke die Leiter der Dortmund-Gespräche zu seinem Büro eingeladen und wenn die Worte von Watzke als eher eher unbequeme Begeisterung für die Vertreter der Fans gedacht wären.,"BVB-Boss Hans-Joachim Watzke hatte die Spitzen der Dortmunder Ultras daraufhin in seinem Büro empfangen - und glaubt man Watzkes Worten, war dies für die Fanvertreter ein eher ungemütlicher Termin."
"Further words of greeting were issued to the town Sports Commissioner, Hubert Baier, the District Chairperson of the Southern Baden Football Association, Kuno Kayan, and Friedrich Knorr from the planning office, who announced a donation to the club's youth division.","Weitere Begrüßungen wurden an die Städtische Sportkommissarin Hubert Baierier, den Distriktbeiter der Südtiroler Fußballverband, Kuno Kayan und Friedrich Friedrich, veröffentlicht, die eine Spende für die Teilung der Jugendstilabteilung bekommen.","Weitere Grußworte sprachen für den städtischen Sportausschuss Hubert Baier, der Bezirksvorsitzende des südbadischen Fußballverbandes, Kuno Kayan, und Friedrich Knorr vom Planungsbüro, der eine Spende für die Jugendabteilung des Clubs ankündigte."
The increasing number of riders that live or work in the area is a fantastic development.,"Die zunehmende Zahl von Fahrspaßern, die in der Region leben oder arbeiten, ist eine phantastische Entwicklung.","Eine erfreuliche Entwicklung ist die zunehmende Anzahl von Fahrern, die in der Gemeinde wohnen oder arbeiten."
The yield gap between properties and federal government bonds is at a historically high level.,Die Rendite zwischen den Eigenschaften und den Staatsanleihen der Bundesanleihen ist historisch hoch.,Der Renditeabstand zwischen Immobilien und Bundesanleihen sei auf einem historisch hohen Niveau.
"""We've been able to scrub in on surgeries where we help blot blood away or hold tools for Dr. Bwelle,"" O'Malley said.","""Wir haben in der Lage, in der Operationen zu entwickeln, wo wir den Blutgliedstaat Blut verblenden oder halten, wie Dr. Bwelle, O'Malley sagte.","„Wir können bei Operationen dabei sein, wo wir helfen, Blut abzutupfen oder die Instrumente für Dr. Bwelle halten“, erklärt O'Malley."
"Prof Vallortigara said: ""We presented dogs with movies of dogs - either a naturalistic version or a silhouette to get rid of any other confounding issues, and we could doctor the movement of the tail and present the tail more to the left or right.""","Prof Vallortigara sagte: ""Wir haben Hunde mit Filmen - entweder eine natürlicheistiche Version oder eine Silhouette, um loszukommen von anderen Themen zu befreien, und wir konnten den Bewegungsablauf der Bewegung des Schwanz und den Gegenstrom mehr oder weniger rechts oder links beenden.""","Professor Vallortigara sagte: „Wir haben den Hunden Filme mit Hunden gezeigt – entweder eine naturgetreue Version oder eine Silhouette, um ablenkende andere Aspekte zu eliminieren, und wir konnten damit die Bewegung des Schwanzes mehr nach links oder rechts steuern.“"
"Speaking in the summer, Michael Gove, the Education Secretary, said there was a ""widespread consensus that we need to reform our examination system to restore public confidence,"" insisting GCSEs would be ""more challenging, more ambitious and more rigorous.""","Im Sommer, in dem Berichterstatter Michael Gove, sagte der Bildungssektor, dass wir einen Konsens brauchen, um das System zur Wiederherstellung des Vertrauens zu machen, das die Vertrauen der Staatsversprechen wiederherstellen würde, wäre ""rufen, anspruchsvollere, ehrgeizigeres und rigoroseres Paket"".","In einer Rede im Sommer sagte Bildungsminister Michael Gove, dass es einen „breiten Konsens gibt, dass wir unser Prüfungssystem reformieren müssen, um das öffentliche Vertrauen wiederherzustellen“, wobei er betonte, die GCSEs würden „herausfordernder, ambitionierter und strenger“ werden."
The majority of loudspeaker announcements will cease - thus considerably reducing the noise level.,Die Mehrheit der Lautsprecher wird die Lärmpegel-Einstellung erheblich senken.,Ein Großteil der Lautsprecherdurchsagen fällt damit weg - der Lärmpegel soll so deutlich gesenkt werden.
"The organisation of the tournament was placed in the trusty hands of Anja Schlichter, who was supported by Carmen Müller and Inga Kronemeyer.","Die Organisation des Turniers wurde in die Vertrauen der Anja Schlichter, die von Carmen Müller und Ingaemeyer unterstützt wurde.","Die Turnierleitung lag in den bewährten Händen von Anja Schlichter, unterstützt wurde sie von Carmen Müller und Inga Kronemeyer."
It has always taken place.,Sie hat stets stattgefunden.,Das war schon immer so.
The authorities were only called out twice to deal with children throwing eggs against houses.,"Die Behörden wurden nur zweimal aufgefordert, mit Kindern Eiern zu umgehen Eier gegen Häuser.","Die Beamten wurden lediglich zweimal zu eierwerfenden Kindern gerufen, welche diese gegen Hausfassaden warfen."
"In the first three quarters of this year, there was an increase of 31% compared to the same period the year before.",In den ersten drei Quartalen dieses Jahres gab es eine Erhöhung um 31 % gegenüber dem Vorjahr.,In den ersten drei Quartalen dieses Jahres legte es im Vergleich zum Vorjahresabschnitt um 31% zu.
Experts think the obesity epidemic might be one trigger of early puberty,"Experten glauben, die Übergewichtigkeit der Epidemie könnte eine der Frühgeborenen sein.","Experten glauben, die epidemische Fettleibigkeit sei ein Auslöser der frühen Pubertät"
A short-circuit was reported to have occurred there during sawing.,Eine kurze Zahnarztklinie wurde dort in der Säge vorgelegt.,Dort soll beim Sägen ein Kurzschluss entstanden sein.
"His arrival was greeted with chants of, ""The army and the people are one hand,"" from the hundreds gathered in the university's main lecture room.","Seine Ankunft wurde mit Geschosse begrüßt, ""Die Armee und das Volk sind einerseits"", von den Hunderten, die in den Universitätszentren des Universitätsraums gesammelt wurden.",Bei seiner Ankunft wurde er von Hunderten Anwesenden im größten Hörsaal der Universität mit Sprechchören von „Die Armee und das Volk sind eine Hand“ begrüßt.
The media also reported that several people injured.,"Die Medien berichteten auch, dass mehrere Verletzte verletzt wurden.",Medien berichteten außerdem von mehreren Verletzten.
Adjusted earnings per share were unchanged at 9 cents.,Die angegebene Ergebnise je Aktie unverändert gingen bei 9 Cent.,Der angepasste Gewinn pro Aktie beträgt unverändert 9 Cent.
"Most people are going to be able to get better, comprehensive health care plans for the same price or even cheaper than projected.","Die meisten Menschen werden in der Lage sein, bessere, umfassende Gesundheitsversorgungspläne für denselben Preis oder sogar billiger als die geplanten.","Die meisten Bürger könnten so eine bessere, umfassendere Krankenversicherung für denselben Preis oder günstiger als prognostiziert erhalten."
"The US National Intelligence Estimate in February named France alongside Russia and Israel in a second tier of offenders who engage in hacking for economic intelligence, behind China, according to The Washington Post.","Die Niederlage der USA, die im Februar mit Russland und Israel in zweiter Linie mit Russland und Israel zusammentraf, ist ein zweites Verbrechen, der sich für wirtschaftliche Intelligenz hinter China einsetzt, nach Washington, nach Washington.","Laut Washington Post wurden im US National Intelligence Estimate im Februar Frankreich, Russland und Israel hinter China auf Rang zwei der Länder eingeordnet, die sich zur Beschaffung von Wirtschaftsdaten des Hackings bedienten."
